2021-09-20 11:20:10.000,62.072212,29.953274
2021-09-20 12:16:44.000,62.069851,29.965174
2021-09-21 07:44:15.000,62.079556,29.951511
2021-09-21 08:42:56.000,62.07373,29.942453
2021-09-21 09:43:01.000,62.073795,29.942862
2021-09-21 10:44:04.000,62.073544,29.943325
2021-09-21 11:26:06.000,62.077572,29.982769
2021-09-21 11:36:10.000,62.077667,29.982815
2021-09-21 11:46:21.000,62.078262,29.983816
2021-09-21 11:56:30.000,62.077896,29.982279
2021-09-21 12:06:06.000,62.077347,29.980755
2021-09-21 12:17:03.000,62.069927,29.977684
2021-09-21 12:26:25.000,62.078991,29.983213
2021-09-21 12:36:12.000,62.071724,29.976608
2021-09-21 12:46:33.000,62.072311,29.974716
2021-09-21 12:56:09.000,62.080956,29.97282
2021-09-21 13:06:10.000,62.080883,29.973011
2021-09-21 13:16:36.000,62.080845,29.973053
2021-09-21 13:26:09.000,62.08086,29.97319
2021-09-21 13:36:09.000,62.080868,29.973156
2021-09-21 13:46:12.000,62.080868,29.973307
2021-09-21 13:57:30.000,62.080784,29.973352
2021-09-21 14:06:33.000,62.080788,29.9734
2021-09-21 14:16:35.000,62.080688,29.974081
2021-09-21 14:26:10.000,62.077618,29.981392
2021-09-21 14:36:10.000,62.07761,29.983107
2021-09-21 14:46:09.000,62.077637,29.982958
2021-09-21 14:56:16.000,62.077713,29.982866
2021-09-21 15:06:14.000,62.077671,29.982975
2021-09-21 15:17:20.000,62.077553,29.98317
2021-09-21 15:26:31.000,62.077625,29.983204
2021-09-21 15:36:49.000,62.077785,29.983168
2021-09-21 15:46:14.000,62.077744,29.982737
2021-09-21 15:56:22.000,62.078014,29.982502
2021-09-21 16:06:57.000,62.078022,29.982073
2021-09-21 16:17:31.000,62.078289,29.980673
2021-09-21 16:27:31.000,62.078285,29.980581
2021-09-21 16:37:03.000,62.073185,29.975668
2021-09-21 16:46:08.000,62.072189,29.960207
2021-09-21 16:56:33.000,62.07225,29.965996
2021-09-21 17:06:07.000,62.073387,29.964447
2021-09-21 17:16:22.000,62.073257,29.964128
2021-09-21 17:26:08.000,62.073734,29.964317
2021-09-21 17:36:09.000,62.07354,29.963915
2021-09-21 17:46:08.000,62.073231,29.963364
2021-09-21 17:56:07.000,62.073658,29.962723
2021-09-21 18:06:09.000,62.073387,29.962454
2021-09-21 18:16:48.000,62.073044,29.962099
2021-09-21 18:26:41.000,62.074497,29.96109
2021-09-21 18:36:42.000,62.074612,29.960424
2021-09-21 18:46:43.000,62.074646,29.960678
2021-09-21 18:48:42.000,62.074463,29.959723
2021-09-22 03:30:41.000,62.071716,29.953728
2021-09-22 03:39:48.000,62.072647,29.956825
2021-09-22 03:49:43.000,62.072773,29.959541
2021-09-22 03:59:42.000,62.072708,29.959
2021-09-22 04:09:46.000,62.072632,29.950191
2021-09-22 04:19:46.000,62.077522,29.979252
2021-09-22 04:29:44.000,62.078377,29.979795
2021-09-22 04:39:46.000,62.0784,29.979805
2021-09-22 04:49:48.000,62.078396,29.979582
2021-09-22 04:59:53.000,62.076263,29.982508
2021-09-22 05:09:45.000,62.071262,29.966806
2021-09-22 05:20:27.000,62.072098,29.965698
2021-09-22 05:29:48.000,62.071709,29.963421
2021-09-22 05:40:37.000,62.078606,29.979069
2021-09-22 05:49:57.000,62.078514,29.979382
2021-09-22 05:59:44.000,62.078449,29.979862
2021-09-22 06:11:05.000,62.076183,29.971224
2021-09-22 06:21:03.000,62.08078,29.973255
2021-09-22 06:29:46.000,62.080639,29.97311
2021-09-22 06:39:45.000,62.080532,29.973953
2021-09-22 06:49:46.000,62.080521,29.973875
2021-09-22 06:59:47.000,62.080509,29.973904
2021-09-22 07:09:43.000,62.080379,29.974154
2021-09-22 07:19:46.000,62.080471,29.974174
2021-09-22 07:29:44.000,62.080517,29.974928
2021-09-22 07:40:03.000,62.072605,29.964407
2021-09-22 07:49:42.000,62.080738,29.972092
2021-09-22 07:59:45.000,62.080761,29.9722
2021-09-22 08:09:45.000,62.080784,29.97209
2021-09-22 08:19:44.000,62.080692,29.97084
2021-09-22 08:29:45.000,62.080669,29.9706
2021-09-22 08:39:45.000,62.080704,29.970573
2021-09-22 08:50:11.000,62.080482,29.971289
2021-09-22 08:59:44.000,62.080372,29.97164
2021-09-22 09:10:03.000,62.080379,29.971884
2021-09-22 09:19:43.000,62.080196,29.972181
2021-09-22 09:29:42.000,62.08036,29.9722
2021-09-22 09:40:03.000,62.08075,29.973497
2021-09-22 09:49:45.000,62.080769,29.973629
2021-09-22 09:59:43.000,62.07132,29.963329
2021-09-22 10:10:11.000,62.072254,29.962605
2021-09-22 10:19:46.000,62.073181,29.960564
2021-09-22 10:29:47.000,62.081001,29.972813
2021-09-22 10:39:43.000,62.08112,29.972857
2021-09-22 10:49:43.000,62.080738,29.972923
2021-09-22 10:59:44.000,62.080719,29.973141
2021-09-22 11:09:42.000,62.080643,29.973106
2021-09-22 11:19:48.000,62.08062,29.973133
2021-09-22 11:29:43.000,62.080608,29.973341
2021-09-22 11:39:44.000,62.080605,29.973314
2021-09-22 11:49:44.000,62.069874,29.962646
